Time (s),Temperature (C),Cooling Power (W)
842.0,-17.122019735373485,100.0
843.0,-17.169907533399947,100.0
844.0,-17.217790542646608,100.0
845.0,-17.26566876359234,100.0
846.0,-17.313542196715982,100.0
847.0,-17.361410842496312,100.0
848.0,-17.409274701412063,100.0
849.0,-17.457133773941923,100.0
850.0,-17.50498806056453,100.0
851.0,-17.552837561758473,100.0
852.0,-17.600682278002296,100.0
853.0,-17.648522209774494,100.0
854.0,-17.696357357553516,100.0
855.0,-17.74418772181776,100.0
856.0,-17.79201330304558,100.0
857.0,-17.839834101715272,100.0
858.0,-17.8876501183051,100.0
859.0,-17.93546135329327,100.0
860.0,-17.98326780715794,100.0
861.0,-18.031069480377223,100.0
862.0,-18.078866373429186,100.0
863.0,-18.126658486791843,100.0
864.0,-18.174445820943163,100.0
865.0,-18.22222837636107,100.0
866.0,-18.270006153523433,100.0
867.0,-18.31777915290808,100.0
868.0,-18.36554737499279,100.0
869.0,-18.41331082025529,100.0
870.0,-18.461069489173266,100.0
871.0,-18.50882338222435,100.0
872.0,-18.556572499886126,100.0
873.0,-18.604316842636138,100.0
874.0,-18.652056410951875,100.0
875.0,-18.69979120531078,100.0
876.0,-18.74752122619025,100.0
877.0,-18.795246474067632,100.0
878.0,-18.842966949420227,100.0
879.0,-18.890682652725285,100.0
880.0,-18.938393584460012,100.0
881.0,-18.986099745101566,100.0
882.0,-19.033801135127057,100.0
883.0,-19.081497755013544,100.0
884.0,-19.129189605238043,100.0
885.0,-19.17687668627752,100.0
886.0,-19.22455899860889,100.0
887.0,-19.27223654270903,100.0
888.0,-19.31990931905476,100.0
889.0,-19.367577328122852,100.0
890.0,-19.41524057039004,100.0
891.0,-19.462899046333,100.0
892.0,-19.510552756428368,100.0
893.0,-19.558201701152726,100.0
894.0,-19.60584588098261,100.0
895.0,-19.65348529639451,100.0
896.0,-19.70111994786487,100.0
897.0,-19.748749835870086,100.0
898.0,-19.7963749608865,100.0
899.0,-19.84399532339041,100.0
900.0,-19.89161092385807,100.0
901.0,-19.939221762765683,100.0
902.0,-19.986827840589406,100.0
903.0,-20.03442915780535,100.0
904.0,-20.082025714889568,100.0
905.0,-20.129617512318077,100.0
906.0,-20.177204550566845,100.0
907.0,-20.22478683011179,100.0
908.0,-20.272364351428777,100.0
909.0,-20.319937114993635,100.0
910.0,-20.367505121282136,100.0
911.0,-20.41506837077001,100.0
912.0,-20.462626863932933,100.0
913.0,-20.51018060124654,100.0
914.0,-20.557729583186415,100.0
915.0,-20.605273810228095,100.0
916.0,-20.65281328284707,100.0
917.0,-20.700348001518787,100.0
918.0,-20.747877966718637,100.0
919.0,-20.795403178921966,100.0
920.0,-20.842923638604073,100.0
921.0,-20.890439346240214,100.0
922.0,-20.93795030230559,100.0
923.0,-20.985456507275362,100.0
924.0,-21.032957961624636,100.0
925.0,-21.080454665828473,100.0
926.0,-21.12794662036189,100.0
927.0,-21.175433825699855,100.0
928.0,-21.222916282317286,100.0
929.0,-21.270393990689055,100.0
930.0,-21.317866951289986,100.0
931.0,-21.365335164594857,100.0
932.0,-21.4127986310784,100.0
933.0,-21.46025735121529,100.0
934.0,-21.50771132548017,100.0
935.0,-21.555160554347623,100.0
936.0,-21.60260503829219,100.0
937.0,-21.65004477778836,100.0
938.0,-21.69747977331058,100.0
939.0,-21.744910025333247,100.0
940.0,-21.792335534330714,100.0
941.0,-21.83975630077728,100.0
942.0,-21.887172325147205,100.0
943.0,-21.93458360791469,100.0
944.0,-21.981990149553898,100.0
945.0,-22.029391950538944,100.0
946.0,-22.07678901134389,100.0
947.0,-22.124181332442756,100.0
948.0,-22.17156891430951,100.0
949.0,-22.21895175741808,100.0
950.0,-22.266329862242337,100.0
951.0,-22.313703229256113,100.0
952.0,-22.361071858933187,100.0
953.0,-22.408435751747295,100.0
954.0,-22.45579490817212,100.0
955.0,-22.503149328681303,100.0
956.0,-22.550499013748436,100.0
957.0,-22.597843963847062,100.0
958.0,-22.645184179450677,100.0
959.0,-22.692519661032733,100.0
960.0,-22.73985040906663,100.0
961.0,-22.787176424025724,100.0
962.0,-22.83449770638332,100.0
963.0,-22.88181425661268,100.0
964.0,-22.92912607518702,100.0
965.0,-22.976433162579504,100.0
966.0,-23.023735519263244,100.0
967.0,-23.07103314571132,100.0
968.0,-23.11832604239675,100.0
969.0,-23.16561420979251,100.0
970.0,-23.21289764837153,100.0
971.0,-23.260176358606692,100.0
972.0,-23.30745034097083,100.0
973.0,-23.354719595936736,100.0
974.0,-23.401984123977144,100.0
975.0,-23.449243925564748,100.0
976.0,-23.49649900117219,100.0
977.0,-23.543749351272073,100.0
978.0,-23.590994976336944,100.0
979.0,-23.63823587683931,100.0
980.0,-23.685472053251626,100.0
981.0,-23.732703506046303,100.0
982.0,-23.779930235695698,100.0
983.0,-23.827152242672128,100.0
984.0,-23.87436952744786,100.0
985.0,-23.921582090495118,100.0
986.0,-23.968789932286068,100.0
987.0,-24.01599305329284,100.0
988.0,-24.06319145398751,100.0
989.0,-24.11038513484211,100.0
990.0,-24.157574096328627,100.0
991.0,-24.204758338918996,100.0
992.0,-24.251937863085104,100.0
993.0,-24.299112669298797,100.0
994.0,-24.346282758031865,100.0
995.0,-24.393448129756063,100.0
996.0,-24.440608784943088,100.0
997.0,-24.487764724064593,100.0
998.0,-24.534915947592186,100.0
999.0,-24.582062455997427,100.0
1000.0,-24.629204249751826,100.0
1001.0,-24.67634132932685,100.0
1002.0,-24.723473695193917,100.0
1003.0,-24.770601347824396,100.0
1004.0,-24.817724287689614,100.0
1005.0,-24.864842515260847,100.0
1006.0,-24.91195603100932,100.0
1007.0,-24.95906483540622,100.0
1008.0,-25.00616892892268,100.0
1009.0,-25.053268312029786,100.0
1010.0,-25.100362985198583,100.0
1011.0,-25.147452948900064,100.0
1012.0,-25.194538203605173,100.0
1013.0,-25.241618749784813,100.0
1014.0,-25.288694587909834,100.0
1015.0,-25.335765718451043,100.0
1016.0,-25.3828321418792,100.0
1017.0,-25.42989385866501,100.0
1018.0,-25.476950869279143,100.0
1019.0,-25.524003174192217,100.0
1020.0,-25.5710507738748,100.0
1021.0,-25.61809366879741,100.0
1022.0,-25.66513185943053,100.0
1023.0,-25.71216534624459,100.0
1024.0,-25.759194129709964,100.0
1025.0,-25.806218210296993,100.0
1026.0,-25.853237588475963,100.0
1027.0,-25.900252264717114,100.0
1028.0,-25.94726223949064,100.0
1029.0,-25.994267513266692,100.0
1030.0,-26.041268086515366,100.0
1031.0,-26.088263959706715,100.0
1032.0,-26.135255133310746,100.0
1033.0,-26.182241607797415,100.0
1034.0,-26.229223383636636,100.0
1035.0,-26.276200461298274,100.0
1036.0,-26.323172841252145,100.0
1037.0,-26.37014052396802,100.0
1038.0,-26.41710350991562,100.0
1039.0,-26.46406179956463,100.0
1040.0,-26.51101539338467,100.0
1041.0,-26.557964291845334,100.0
1042.0,-26.60490849541615,100.0
1043.0,-26.65184800456661,100.0
1044.0,-26.69878281976615,100.0
1045.0,-26.745712941484175,100.0
1046.0,-26.792638370190026,100.0
1047.0,-26.839559106353008,100.0
1048.0,-26.886475150442372,100.0
1049.0,-26.933386502927327,100.0
1050.0,-26.980293164277033,100.0
1051.0,-27.027195134960603,100.0
1052.0,-27.074092415447108,100.0
1053.0,-27.120985006205565,100.0
1054.0,-27.167872907704943,100.0
1055.0,-27.214756120414172,100.0
1056.0,-27.261634644802132,100.0
1057.0,-27.308508481337654,100.0
1058.0,-27.35537763048952,100.0
1059.0,-27.40224209272647,100.0
1060.0,-27.4491018685172,100.0
1061.0,-27.49595695833035,100.0
1062.0,-27.542807362634516,100.0
1063.0,-27.589653081898252,100.0
1064.0,-27.63649411659006,100.0
1065.0,-27.6833304671784,100.0
1066.0,-27.73016213413168,100.0
1067.0,-27.77698911791827,100.0
1068.0,-27.82381141900648,100.0
1069.0,-27.87062903786458,100.0
1070.0,-27.91744197496079,100.0
1071.0,-27.964250230763295,100.0
1072.0,-28.011053805740218,100.0
1073.0,-28.057852700359643,100.0
1074.0,-28.104646915089607,100.0
1075.0,-28.151436450398098,100.0
1076.0,-28.19822130675306,100.0
1077.0,-28.245001484622385,100.0
1078.0,-28.291776984473923,100.0
1079.0,-28.338547806775477,100.0
1080.0,-28.3853139519948,100.0
1081.0,-28.4320754205996,100.0
1082.0,-28.47883221305754,100.0
1083.0,-28.525584329836235,100.0
1084.0,-28.572331771403253,100.0
1085.0,-28.619074538226112,100.0
1086.0,-28.66581263077229,100.0
1087.0,-28.712546049509214,100.0
1088.0,-28.759274794904265,100.0
1089.0,-28.805998867424773,100.0
1090.0,-28.85271826753803,100.0
1091.0,-28.899432995711276,100.0
1092.0,-28.946143052411706,100.0
1093.0,-28.992848438106464,100.0
1094.0,-29.03954915326265,100.0
1095.0,-29.086245198347324,100.0
1096.0,-29.13293657382749,100.0
1097.0,-29.179623280170105,100.0
1098.0,-29.226305317842087,100.0
1099.0,-29.272982687310304,100.0
1100.0,-29.31965538904157,100.0
1101.0,-29.366323423502667,100.0
1102.0,-29.412986791160318,100.0
1103.0,-29.4596454924812,100.0
1104.0,-29.506299527931954,100.0
1105.0,-29.55294889797916,100.0
1106.0,-29.599593603089364,100.0
1107.0,-29.646233643729055,100.0
1108.0,-29.692869020364682,100.0
1109.0,-29.739499733462647,100.0
1110.0,-29.7861257834893,100.0
1111.0,-29.832747170910952,100.0
1112.0,-29.879363896193862,100.0
1113.0,-29.92597595980424,100.0
1114.0,-29.972583362208262,100.0
1115.0,-30.01918610387204,100.0
1116.0,-30.065784185261656,100.0
1117.0,-30.11237760684313,100.0
1118.0,-30.158966369082446,100.0
1119.0,-30.205550472445537,100.0
1120.0,-30.252129917398292,100.0
1121.0,-30.298704704406553,100.0
1122.0,-30.345274833936113,100.0
1123.0,-30.391840306452718,100.0
1124.0,-30.43840112242207,100.0
1125.0,-30.48495728230983,100.0
1126.0,-30.531508786581597,100.0
1127.0,-30.57805563570294,100.0
1128.0,-30.62459783013937,100.0
1129.0,-30.671135370356353,100.0
1130.0,-30.717668256819316,100.0
1131.0,-30.764196489993633,100.0
1132.0,-30.810720070344633,100.0
1133.0,-30.8572389983376,100.0
1134.0,-30.903753274437765,100.0
1135.0,-30.95026289911032,100.0
1136.0,-30.99676787282041,100.0
1137.0,-31.04326819603313,100.0
1138.0,-31.089763869213524,100.0
1139.0,-31.136254892826603,100.0
1140.0,-31.18274126733732,100.0
1141.0,-31.229222993210588,100.0
1142.0,-31.275700070911267,100.0
1143.0,-31.322172500904177,100.0
1144.0,-31.368640283654088,100.0
1145.0,-31.415103419625723,100.0
1146.0,-31.46156190928376,100.0
1147.0,-31.50801575309283,100.0
1148.0,-31.55446495151752,100.0
1149.0,-31.60090950502237,100.0
1150.0,-31.647349414071865,100.0
1151.0,-31.69378467913046,100.0
1152.0,-31.740215300662545,100.0
1153.0,-31.78664127913248,100.0
1154.0,-31.833062615004565,100.0
1155.0,-31.879479308743065,100.0
1156.0,-31.92589136081219,100.0
1157.0,-31.97229877167611,100.0
1158.0,-32.01870154179894,100.0
1159.0,-32.06509967164476,100.0
1160.0,-32.11149316167759,100.0
1161.0,-32.157882012361426,100.0
1162.0,-32.20426622416019,100.0
1163.0,-32.25064579753778,100.0
1164.0,-32.297020732958025,100.0
1165.0,-32.34339103088473,100.0
1166.0,-32.38975669178164,100.0
1167.0,-32.43611771611246,100.0
1168.0,-32.48247410434085,100.0
1169.0,-32.52882585693042,100.0
1170.0,-32.575172974344724,100.0
1171.0,-32.62151545704729,100.0
1172.0,-32.66785330550158,100.0
1173.0,-32.71418652017103,100.0
1174.0,-32.76051510151902,100.0
1175.0,-32.80683905000887,100.0
1176.0,-32.85315836610387,100.0
1177.0,-32.89947305026726,100.0
1178.0,-32.94578310296223,100.0
1179.0,-32.99208852465193,100.0
1180.0,-33.03838931579947,100.0
1181.0,-33.08468547686789,100.0
1182.0,-33.1309770083202,100.0
1183.0,-33.17726391061937,100.0
1184.0,-33.223546184228304,100.0
1185.0,-33.269823829609884,100.0
1186.0,-33.31609684722692,100.0
1187.0,-33.3623652375422,100.0
1188.0,-33.40862900101845,100.0
1189.0,-33.45488813811834,100.0
1190.0,-33.50114264930453,100.0
1191.0,-33.547392535039606,100.0
1192.0,-33.5936377957861,100.0
1193.0,-33.639878432006526,100.0
1194.0,-33.68611444416332,100.0
1195.0,-33.732345832718906,100.0
1196.0,-33.77857259813563,100.0
1197.0,-33.82479474087582,100.0
1198.0,-33.87101226140173,100.0
1199.0,-33.91722516017559,100.0
1200.0,-33.963433437659575,100.0
1201.0,-34.009637094315806,100.0
1202.0,-34.05583613060637,100.0
1203.0,-34.10203054699331,100.0
1204.0,-34.14822034393861,100.0
1205.0,-34.194405521904216,100.0
1206.0,-34.24058608135203,100.0
1207.0,-34.28676202274389,100.0
1208.0,-34.332933346541616,100.0
1209.0,-34.37910005320696,100.0
1210.0,-34.42526214320164,100.0
1211.0,-34.47141961698732,100.0
1212.0,-34.517572475025624,100.0
1213.0,-34.56372071777812,100.0
1214.0,-34.60986434570634,100.0
1215.0,-34.65600335927177,100.0
1216.0,-34.70213775893584,100.0
1217.0,-34.74826754515995,100.0
1218.0,-34.79439271840543,100.0
1219.0,-34.840513279133596,100.0
1220.0,-34.886629227805685,100.0
1221.0,-34.932740564882906,100.0
1222.0,-34.978847290826415,100.0
1223.0,-35.024949406097335,100.0
1224.0,-35.07104691115673,100.0
1225.0,-35.11713980646561,100.0
1226.0,-35.163228092484964,100.0
1227.0,-35.209311769675715,100.0
1228.0,-35.25539083849875,100.0
1229.0,-35.3014652994149,100.0
1230.0,-35.34753515288496,100.0
1231.0,-35.39360039936967,100.0
1232.0,-35.43966103932973,100.0
1233.0,-35.48571707322579,100.0
1234.0,-35.53176850151847,100.0
1235.0,-35.57781532466832,100.0
1236.0,-35.623857543135856,100.0
1237.0,-35.66989515738154,100.0
1238.0,-35.7159281678658,100.0
1239.0,-35.76195657504901,100.0
1240.0,-35.80798037939151,100.0
1241.0,-35.85399958135357,100.0
1242.0,-35.900014181395434,100.0
1243.0,-35.94602417997729,100.0
1244.0,-35.99202957755929,100.0
1245.0,-36.03803037460154,100.0
1246.0,-36.08402657156408,100.0
1247.0,-36.13001816890692,100.0
1248.0,-36.17600516709003,100.0
1249.0,-36.221987566573326,100.0
1250.0,-36.26796536781667,100.0
1251.0,-36.31393857127989,100.0
1252.0,-36.35990717742276,100.0
1253.0,-36.40587118670502,100.0
1254.0,-36.45183059958635,100.0
1255.0,-36.49778541652639,100.0
1256.0,-36.54373563798474,100.0
1257.0,-36.58968126442094,100.0
1258.0,-36.6356222962945,100.0
1259.0,-36.68155873406487,100.0
1260.0,-36.727490578191464,100.0
1261.0,-36.77341782913364,100.0
1262.0,-36.81934048735073,100.0
1263.0,-36.86525855330199,100.0
1264.0,-36.91117202744666,100.0
1265.0,-36.95708091024392,100.0
1266.0,-37.00298520215289,100.0
1267.0,-37.048884903632676,100.0
1268.0,-37.09478001514231,100.0
1269.0,-37.1406705371408,100.0
1270.0,-37.18655647008708,100.0
1271.0,-37.232437814440075,100.0
1272.0,-37.27831457065863,100.0
1273.0,-37.324186739201565,100.0
1274.0,-37.37005432052764,100.0
1275.0,-37.41591731509559,100.0
1276.0,-37.461775723364084,100.0
1277.0,-37.50762954579175,100.0
1278.0,-37.553478782837175,100.0
1279.0,-37.59932343495889,100.0
1280.0,-37.6451635026154,100.0
1281.0,-37.690998986265136,100.0
1282.0,-37.73682988636651,100.0
1283.0,-37.78265620337787,100.0
1284.0,-37.82847793775753,100.0
1285.0,-37.87429508996376,100.0
1286.0,-37.92010766045476,100.0
1287.0,-37.96591564968872,100.0
1288.0,-38.01171905812375,100.0
1289.0,-38.05751788621794,100.0
1290.0,-38.103312134429316,100.0
1291.0,-38.14910180321587,100.0
1292.0,-38.19488689303555,100.0
1293.0,-38.24066740434625,100.0
1294.0,-38.28644333760581,100.0
1295.0,-38.33221469327205,100.0
1296.0,-38.37798147180272,100.0
1297.0,-38.42374367365554,100.0
1298.0,-38.46950129928817,100.0
1299.0,-38.51525434915824,100.0
1300.0,-38.56100282372333,100.0
1301.0,-38.606746723440956,100.0
1302.0,-38.652486048768615,100.0
1303.0,-38.69822080016374,100.0
1304.0,-38.743950978083724,100.0
1305.0,-38.78967658298592,100.0
1306.0,-38.83539761532762,100.0
1307.0,-38.88111407556609,100.0
1308.0,-38.92682596415853,100.0
1309.0,-38.972533281562114,100.0
1310.0,-39.01823602823396,100.0
1311.0,-39.06393420463113,100.0
1312.0,-39.10962781121067,100.0
1313.0,-39.15531684842955,100.0
1314.0,-39.20100131674471,100.0
1315.0,-39.246681216613034,100.0
1316.0,-39.29235654849137,100.0
1317.0,-39.33802731283652,100.0
1318.0,-39.38369351010524,100.0
1319.0,-39.429355140754225,100.0
1320.0,-39.47501220524015,100.0
1321.0,-39.52066470401962,100.0
1322.0,-39.566312637549224,100.0
1323.0,-39.61195600628547,100.0
1324.0,-39.65759481068484,100.0
1325.0,-39.70322905120377,100.0
1326.0,-39.74885872829865,100.0
1327.0,-39.79448384242582,100.0
1328.0,-39.840104394041575,100.0
1329.0,-39.88572038360217,100.0
1330.0,-39.93133181156381,100.0
1331.0,-39.97693867838265,100.0
1332.0,-40.02254098451481,100.0
1333.0,-40.06813873041636,100.0
1334.0,-40.113731916543315,100.0
1335.0,-40.15932054335166,100.0
1336.0,-40.20490461129732,100.0
1337.0,-40.25048412083619,100.0
1338.0,-40.29605907242411,100.0
1339.0,-40.34162946651686,100.0
1340.0,-40.38719530357021,100.0
1341.0,-40.43275658403985,100.0
1342.0,-40.478313308381445,100.0
1343.0,-40.523865477050606,100.0
1344.0,-40.5694130905029,100.0
1345.0,-40.61495614919385,100.0
1346.0,-40.66049465357893,100.0
1347.0,-40.70602860411357,100.0
1348.0,-40.75155800125316,100.0
1349.0,-40.79708284545303,100.0
1350.0,-40.84260313716849,100.0
1351.0,-40.88811887685477,100.0
1352.0,-40.93363006496708,100.0
1353.0,-40.979136701960584,100.0
1354.0,-41.02463878829039,100.0
1355.0,-41.07013632441156,100.0
1356.0,-41.11562931077911,100.0
1357.0,-41.16111774784803,100.0
1358.0,-41.206601636073245,100.0
1359.0,-41.252080975909635,100.0
1360.0,-41.29755576781204,100.0
1361.0,-41.34302601223526,100.0
1362.0,-41.38849170963404,100.0
1363.0,-41.43395286046307,100.0
1364.0,-41.47940946517703,100.0
1365.0,-41.52486152423051,100.0
1366.0,-41.570309038078086,100.0
1367.0,-41.61575200717428,100.0
1368.0,-41.66119043197356,100.0
1369.0,-41.70662431293036,100.0
1370.0,-41.752053650499064,100.0
1371.0,-41.79747844513401,100.0
1372.0,-41.8428986972895,100.0
1373.0,-41.88831440741977,100.0
1374.0,-41.933725575979025,100.0
1375.0,-41.97913220342143,100.0
1376.0,-42.02453429020109,100.0
1377.0,-42.06993183677207,100.0
1378.0,-42.1153248435884,100.0
1379.0,-42.16071331110404,100.0
1380.0,-42.20609723977293,100.0
1381.0,-42.251476630048955,100.0
1382.0,-42.296851482385954,100.0
1383.0,-42.34222179723771,100.0
1384.0,-42.38758757505799,100.0
1385.0,-42.43294881630049,100.0
1386.0,-42.47830552141886,100.0
1387.0,-42.52365769086672,100.0
1388.0,-42.569005325097635,100.0
1389.0,-42.61434842456512,100.0
1390.0,-42.659686989722665,100.0
1391.0,-42.70502102102369,100.0
1392.0,-42.750350518921586,100.0
1393.0,-42.795675483869694,100.0
1394.0,-42.840995916321305,100.0
1395.0,-42.88631181672967,100.0
1396.0,-42.931623185548,100.0
1397.0,-42.97693002322944,100.0
1398.0,-43.02223233022712,100.0
1399.0,-43.0675301069941,100.0
1400.0,-43.1128233539834,100.0
1401.0,-43.158112071648006,100.0
1402.0,-43.20339626044084,100.0
1403.0,-43.2486759208148,100.0
1404.0,-43.29395105322271,100.0
1405.0,-43.33922165811739,100.0
1406.0,-43.38448773595157,100.0
1407.0,-43.42974928717798,100.0
1408.0,-43.475006312249256,100.0
1409.0,-43.52025881161803,100.0
1410.0,-43.565506785736865,100.0
1411.0,-43.61075023505829,100.0
1412.0,-43.655989160034785,100.0
1413.0,-43.70122356111878,100.0
1414.0,-43.74645343876267,100.0
1415.0,-43.7916787934188,100.0
1416.0,-43.83689962553945,100.0
1417.0,-43.8821159355769,100.0
1418.0,-43.92732772398334,100.0
1419.0,-43.97253499121094,100.0
1420.0,-44.01773773771182,100.0
1421.0,-44.062935963938045,100.0
1422.0,-44.108129670341654,100.0
1423.0,-44.15331885737462,100.0
1424.0,-44.19850352548888,100.0
1425.0,-44.24368367513633,100.0
1426.0,-44.28885930676882,100.0
1427.0,-44.33403042083815,100.0
1428.0,-44.379197017796066,100.0
1429.0,-44.424359098094286,100.0
1430.0,-44.469516662184475,100.0
1431.0,-44.514669710518255,100.0
1432.0,-44.559818243547205,100.0
1433.0,-44.604962261722854,100.0
1434.0,-44.65010176549668,100.0
1435.0,-44.69523675532013,100.0
1436.0,-44.7403672316446,100.0
1437.0,-44.785493194921436,100.0
1438.0,-44.83061464560194,100.0
1439.0,-44.875731584137384,100.0
1440.0,-44.92084401097897,100.0
1441.0,-44.96595192657787,100.0
1442.0,-45.011055331385215,100.0
1443.0,-45.056154225852076,100.0
1444.0,-45.101248610429494,100.0
1445.0,-45.14633848556845,100.0
1446.0,-45.19142385171989,100.0
1447.0,-45.23650470933472,100.0
1448.0,-45.281581058863786,100.0
1449.0,-45.3266529007579,100.0
1450.0,-45.371720235467826,100.0
1451.0,-45.41678306344428,100.0
1452.0,-45.46184138513793,100.0
1453.0,-45.506895200999416,100.0
1454.0,-45.55194451147931,100.0
1455.0,-45.59698931702817,100.0
1456.0,-45.642029618096466,100.0
1457.0,-45.687065415134654,100.0
1458.0,-45.73209670859314,100.0
1459.0,-45.77712349892228,100.0
1460.0,-45.822145786572385,100.0
1461.0,-45.86716357199373,100.0
1462.0,-45.91217685563653,100.0
1463.0,-45.957185637950964,100.0
1464.0,-46.00218991938717,100.0
1465.0,-46.04718970039523,100.0
1466.0,-46.09218498142519,100.0
1467.0,-46.13717576292705,100.0
1468.0,-46.18216204535076,100.0
1469.0,-46.22714382914622,100.0
1470.0,-46.27212111476331,100.0
1471.0,-46.317093902651834,100.0
1472.0,-46.36206219326157,100.0
1473.0,-46.407025987042246,100.0
1474.0,-46.451985284443545,100.0
1475.0,-46.4969400859151,100.0
1476.0,-46.541890391906506,100.0
1477.0,-46.58683620286732,100.0
1478.0,-46.63177751924703,100.0
1479.0,-46.67671434149511,100.0
1480.0,-46.721646670060956,100.0
1481.0,-46.76657450539395,100.0
1482.0,-46.81149784794341,100.0
1483.0,-46.85641669815861,100.0
1484.0,-46.90133105648879,100.0
1485.0,-46.946240923383144,100.0
1486.0,-46.991146299290804,100.0
1487.0,-47.03604718466087,100.0
1488.0,-47.08094357994241,100.0
1489.0,-47.12583548558441,100.0
1490.0,-47.170722902035855,100.0
1491.0,-47.215605829745655,100.0
1492.0,-47.26048426916268,100.0
1493.0,-47.30535822073576,100.0
1494.0,-47.35022768491369,100.0
1495.0,-47.3950926621452,100.0
1496.0,-47.439953152878985,100.0
1497.0,-47.484809157563696,100.0
1498.0,-47.52966067664794,100.0
1499.0,-47.57450771058028,100.0
1500.0,-47.61935025980922,100.0
1501.0,-47.66418832478323,100.0
1502.0,-47.709021905950756,100.0
1503.0,-47.75385100376016,100.0
1504.0,-47.798675618659786,100.0
1505.0,-47.84349575109792,100.0
1506.0,-47.888311401522806,100.0
1507.0,-47.93312257038265,100.0
1508.0,-47.97792925812561,100.0
1509.0,-48.0227314651998,100.0
1510.0,-48.06752919205328,100.0
1511.0,-48.112322439134076,100.0
1512.0,-48.157111206890164,100.0
1513.0,-48.20189549576948,100.0
1514.0,-48.2466753062199,100.0
1515.0,-48.29145063868928,100.0
1516.0,-48.33622149362541,100.0
1517.0,-48.380987871476044,100.0
1518.0,-48.425749772688896,100.0
1519.0,-48.470507197711626,100.0
1520.0,-48.51526014699186,100.0
1521.0,-48.56000862097716,100.0
1522.0,-48.60475262011506,100.0
1523.0,-48.64949214485305,100.0
1524.0,-48.69422719563856,100.0
1525.0,-48.738957772918994,100.0
1526.0,-48.783683877141705,100.0
1527.0,-48.82840550875399,100.0
1528.0,-48.873122668203116,100.0
1529.0,-48.9178353559363,100.0
1530.0,-48.962543572400705,100.0
1531.0,-49.00724731804346,100.0
1532.0,-49.051946593311655,100.0
1533.0,-49.096641398652324,100.0
1534.0,-49.141331734512455,100.0
1535.0,-49.186017601339,100.0
1536.0,-49.23069899957887,100.0
1537.0,-49.27537592967891,100.0
1538.0,-49.320048392085944,100.0
1539.0,-49.36471638724674,100.0
1540.0,-49.409379915608014,100.0
1541.0,-49.454038977616456,100.0
1542.0,-49.4986935737187,100.0
1543.0,-49.54334370436133,100.0
1544.0,-49.58798936999089,100.0
1545.0,-49.632630571053895,100.0
1546.0,-49.677267307996786,100.0
1547.0,-49.72189958126599,100.0
1548.0,-49.76652739130786,100.0
1549.0,-49.81115073856873,100.0
1550.0,-49.85576962349487,100.0
1551.0,-49.90038404653252,100.0
1552.0,-49.94499400812787,100.0
1553.0,-49.98959950872706,100.0
1554.0,-50.03420054877619,100.0
1555.0,-50.07879712872131,100.0
1556.0,-50.12338924900844,100.0
1557.0,-50.16797691008354,100.0
1558.0,-50.21256011239253,100.0
1559.0,-50.25713885638129,100.0
1560.0,-50.30171314249565,100.0
1561.0,-50.3462829711814,100.0
1562.0,-50.39084834288428,100.0
1563.0,-50.435409258049994,100.0
1564.0,-50.47996571712419,100.0
1565.0,-50.524517720552474,100.0
1566.0,-50.56906526878042,100.0
1567.0,-50.613608362253544,100.0
1568.0,-50.65814700141732,100.0
1569.0,-50.70268118671718,100.0
1570.0,-50.747210918598505,100.0
1571.0,-50.791736197506644,100.0
1572.0,-50.836257023886894,100.0
1573.0,-50.8807733981845,100.0
1574.0,-50.92528532084469,100.0
1575.0,-50.9697927923126,100.0
1576.0,-51.01429581303337,100.0
1577.0,-51.05879438345207,100.0
1578.0,-51.10328850401372,100.0
1579.0,-51.14777817516332,100.0
1580.0,-51.1922633973458,100.0
1581.0,-51.236744171006066,100.0
1582.0,-51.281220496588965,100.0
1583.0,-51.32569237453931,100.0
1584.0,-51.37015980530185,100.0
1585.0,-51.41462278932132,100.0
1586.0,-51.45908132704239,100.0
1587.0,-51.503535418909685,100.0
1588.0,-51.5479850653678,100.0
1589.0,-51.59243026686126,100.0
1590.0,-51.63687102383457,100.0
1591.0,-51.68130733673219,100.0
1592.0,-51.725739205998515,100.0
1593.0,-51.77016663207792,100.0
1594.0,-51.81458961541471,100.0
1595.0,-51.85900815645317,100.0
1596.0,-51.90342225563752,100.0
1597.0,-51.94783191341196,100.0
1598.0,-51.992237130220616,100.0
1599.0,-52.03663790650759,100.0
1600.0,-52.081034242716946,100.0
1601.0,-52.12542613929267,100.0
1602.0,-52.16981359667874,100.0
1603.0,-52.214196615319075,100.0
1604.0,-52.25857519565754,100.0
1605.0,-52.30294933813798,100.0
1606.0,-52.347319043204166,100.0
1607.0,-52.39168431129985,100.0
1608.0,-52.43604514286872,100.0
1609.0,-52.480401538354435,100.0
1610.0,-52.5247534982006,100.0
1611.0,-52.56910102285078,100.0
1612.0,-52.613444112748496,100.0
1613.0,-52.65778276833722,100.0
1614.0,-52.70211699006039,100.0
1615.0,-52.74644677836138,100.0
1616.0,-52.79077213368355,100.0
1617.0,-52.83509305647018,100.0
1618.0,-52.879409547164535,100.0
1619.0,-52.92372160620982,100.0
1620.0,-52.9680292340492,100.0
1621.0,-53.01233243112579,100.0
1622.0,-53.05663119788268,100.0
1623.0,-53.100925534762894,100.0
1624.0,-53.14521544220942,100.0
1625.0,-53.189500920665196,100.0
1626.0,-53.233781970573126,100.0
